ScientificName;AphiaID;Trophy;typeMX;source;sourceType;contributor
Emiliania huxleyi;115104;phototroph;NA;Helcom;routineMonitoring;Lisa
Phaeocystis;115088;phototroph;NA;Helcom;routineMonitoring;Lisa
Chrysococcus;248110;phototroph;NA;Helcom;routineMonitoring;Lisa
Dinobryon faculiferum;160553;mixotroph;CM;Leles et al. 2019;review;Lisa
Pseudokephyrion;162741;phototroph;NA;Helcom;routineMonitoring;Lisa
Apedinella radians;248097;phototroph;NA;Helcom;routineMonitoring;Lisa
Pseudopedinella;160599;phototroph;NA;Helcom;routineMonitoring;Lisa
Dictyocha fibula;157463;phototroph;NA;Helcom;routineMonitoring;Lisa
Dictyocha speculum;157260;phototroph;NA;Helcom;routineMonitoring;Lisa
Dictyocha;157258;phototroph;NA;Helcom;routineMonitoring;Lisa
Mallomonas;249721;phototroph;NA;Helcom;routineMonitoring;Lisa
Actinocyclus normanii;148945;phototroph;NA;Helcom;routineMonitoring;Lisa
Actinocyclus;148944;phototroph;NA;Helcom;routineMonitoring;Lisa
Actinoptychus octonarius;149163;phototroph;NA;Helcom;routineMonitoring;Lisa
Attheya septentrionalis;162823;phototroph;NA;Helcom;routineMonitoring;Lisa
Attheya;160519;phototroph;NA;Helcom;routineMonitoring;Lisa
Aulacoseira ambigua;148960;phototroph;NA;Helcom;routineMonitoring;Lisa
Aulacoseira granulata;148961;phototroph;NA;Helcom;routineMonitoring;Lisa
Aulacoseira;148959;phototroph;NA;Helcom;routineMonitoring;Lisa
Bacteriastrum hyalinum;149119;phototroph;NA;Helcom;routineMonitoring;Lisa
Chaetoceros affinis;149241;phototroph;NA;Helcom;routineMonitoring;Lisa
Chaetoceros borealis;149124;phototroph;NA;Helcom;routineMonitoring;Lisa
Chaetoceros brevis;149291;phototroph;NA;Helcom;routineMonitoring;Lisa
Chaetoceros ceratosporus;149297;phototroph;NA;Helcom;routineMonitoring;Lisa
Chaetoceros compressus;149129;phototroph;NA;Helcom;routineMonitoring;Lisa
Chaetoceros concavicornis;156607;phototroph;NA;Helcom;routineMonitoring;Lisa
Chaetoceros constrictus;156609;phototroph;NA;Helcom;routineMonitoring;Lisa
Chaetoceros contortus;149623;phototroph;NA;Helcom;routineMonitoring;Lisa
Chaetoceros convolutus;156611;phototroph;NA;Helcom;routineMonitoring;Lisa
Chaetoceros coronatus;163026;phototroph;NA;Helcom;routineMonitoring;Lisa
Chaetoceros costatus;149289;phototroph;NA;Helcom;routineMonitoring;Lisa
Chaetoceros crinitus;149171;phototroph;NA;Helcom;routineMonitoring;Lisa
Chaetoceros curvisetus;149221;phototroph;NA;Helcom;routineMonitoring;Lisa
Chaetoceros danicus;149120;phototroph;NA;Helcom;routineMonitoring;Lisa
Chaetoceros danicus;149121;phototroph;NA;Helcom;routineMonitoring;Lisa
Chaetoceros debilis;149219;phototroph;NA;Helcom;routineMonitoring;Lisa
Chaetoceros decipiens;149126;phototroph;NA;Helcom;routineMonitoring;Lisa
Chaetoceros didymus;149122;phototroph;NA;Helcom;routineMonitoring;Lisa
Chaetoceros eibenii;160521;phototroph;NA;Helcom;routineMonitoring;Lisa
Chaetoceros lauderi;160523;phototroph;NA;Helcom;routineMonitoring;Lisa
Chaetoceros lorenzianus;156617;phototroph;NA;Helcom;routineMonitoring;Lisa
Chaetoceros pseudocrinitus;149222;phototroph;NA;Helcom;routineMonitoring;Lisa
Chaetoceros seiracanthus;163118;phototroph;NA;Helcom;routineMonitoring;Lisa
Chaetoceros similis;149127;phototroph;NA;Helcom;routineMonitoring;Lisa
Chaetoceros simplex;149294;phototroph;NA;Helcom;routineMonitoring;Lisa
Chaetoceros socialis;149123;phototroph;NA;Helcom;routineMonitoring;Lisa
Chaetoceros subtilis;156621;phototroph;NA;Helcom;routineMonitoring;Lisa
Chaetoceros tenuissimus;156623;phototroph;NA;Helcom;routineMonitoring;Lisa
Chaetoceros teres;149125;phototroph;NA;Helcom;routineMonitoring;Lisa
Chaetoceros;148985;phototroph;NA;Helcom;routineMonitoring;Lisa
Coscinodiscopsis commutata;450729;phototroph;NA;Helcom;routineMonitoring;Lisa
Coscinodiscus centralis;149159;phototroph;NA;Helcom;routineMonitoring;Lisa
Coscinodiscus concinnus;148992;phototroph;NA;Helcom;routineMonitoring;Lisa
Coscinodiscus granii;149271;phototroph;NA;Helcom;routineMonitoring;Lisa
Coscinodiscus radiatus;149158;phototroph;NA;Helcom;routineMonitoring;Lisa
Coscinodiscus wailesii;156632;phototroph;NA;Helcom;routineMonitoring;Lisa
Coscinodiscus;148917;phototroph;NA;Helcom;routineMonitoring;Lisa
Cyclotella meneghiniana;148909;phototroph;NA;Helcom;routineMonitoring;Lisa
Cyclotella;148905;phototroph;NA;Helcom;routineMonitoring;Lisa
Dactyliosolen fragilissimus;149310;phototroph;NA;Helcom;routineMonitoring;Lisa
Ditylum brightwellii;149023;phototroph;NA;Helcom;routineMonitoring;Lisa
Eucampia groenlandica;157430;phototroph;NA;Helcom;routineMonitoring;Lisa
Eucampia zodiacus;149131;phototroph;NA;Helcom;routineMonitoring;Lisa
Helicotheca tamesis;157440;phototroph;NA;Helcom;routineMonitoring;Lisa
Lauderia annulata;149135;phototroph;NA;Helcom;routineMonitoring;Lisa
Leptocylindrus danicus;149106;phototroph;NA;Helcom;routineMonitoring;Lisa
Leptocylindrus minimus;149039;phototroph;NA;Helcom;routineMonitoring;Lisa
Lithodesmium undulatum;149322;phototroph;NA;Helcom;routineMonitoring;Lisa
Melosira moniliformis;418547;phototroph;NA;Helcom;routineMonitoring;Lisa
Melosira varians;149043;phototroph;NA;Helcom;routineMonitoring;Lisa
Melosira;149042;phototroph;NA;Helcom;routineMonitoring;Lisa
Odontella aurita;149050;phototroph;NA;Helcom;routineMonitoring;Lisa
Paralia sulcata;149055;phototroph;NA;Helcom;routineMonitoring;Lisa
Porosira glacialis;156689;phototroph;NA;Helcom;routineMonitoring;Lisa
Proboscia alata;149168;phototroph;NA;Helcom;routineMonitoring;Lisa
Rhizosolenia hebetata;149070;phototroph;NA;Helcom;routineMonitoring;Lisa
Rhizosolenia imbricata;149116;phototroph;NA;Helcom;routineMonitoring;Lisa
Rhizosolenia setigera;149115;phototroph;NA;Helcom;routineMonitoring;Lisa
Rhizosolenia styliformis;149629;phototroph;NA;Helcom;routineMonitoring;Lisa
Rhizosolenia;149069;phototroph;NA;Helcom;routineMonitoring;Lisa
Skeletonema subsalsum;149075;phototroph;NA;Helcom;routineMonitoring;Lisa
Skeletonema;149073;phototroph;NA;Helcom;routineMonitoring;Lisa
Stellarima stellaris;149653;phototroph;NA;Helcom;routineMonitoring;Lisa
Stephanodiscus hantzschii;149080;phototroph;NA;Helcom;routineMonitoring;Lisa
Stephanodiscus;149079;phototroph;NA;Helcom;routineMonitoring;Lisa
Stephanopyxis turris;149631;phototroph;NA;Helcom;routineMonitoring;Lisa
Thalassiosira baltica;156690;phototroph;NA;Helcom;routineMonitoring;Lisa
Thalassiosira decipiens;148919;phototroph;NA;Helcom;routineMonitoring;Lisa
Thalassiosira delicatula;555264;phototroph;NA;Helcom;routineMonitoring;Lisa
Thalassiosira eccentrica;148922;phototroph;NA;Helcom;routineMonitoring;Lisa
Thalassiosira gravida;149102;phototroph;NA;Helcom;routineMonitoring;Lisa
Thalassiosira levanderi;149308;phototroph;NA;Helcom;routineMonitoring;Lisa
Thalassiosira nordenskioeldii;148931;phototroph;NA;Helcom;routineMonitoring;Lisa
Thalassiosira;148912;phototroph;NA;Helcom;routineMonitoring;Lisa
Centrales;341285;phototroph;NA;Helcom;routineMonitoring;Lisa
Achnanthes;149191;phototroph;NA;Helcom;routineMonitoring;Lisa
Amphora;149200;phototroph;NA;Helcom;routineMonitoring;Lisa
Asterionella formosa;148954;phototroph;NA;Helcom;routineMonitoring;Lisa
Cocconeis;148989;phototroph;NA;Helcom;routineMonitoring;Lisa
Cylindrotheca closterium;149004;phototroph;NA;Helcom;routineMonitoring;Lisa
Cymatopleura elliptica;163940;phototroph;NA;Helcom;routineMonitoring;Lisa
Diatoma tenuis;149014;phototroph;NA;Helcom;routineMonitoring;Lisa
Diploneis;149018;phototroph;NA;Helcom;routineMonitoring;Lisa
Fragilaria;149028;phototroph;NA;Helcom;routineMonitoring;Lisa
Grammatophora marina;149338;phototroph;NA;Helcom;routineMonitoring;Lisa
Gyrosigma acuminatum;149035;phototroph;NA;Helcom;routineMonitoring;Lisa
Gyrosigma balticum;149493;phototroph;NA;Helcom;routineMonitoring;Lisa
Gyrosigma;149033;phototroph;NA;Helcom;routineMonitoring;Lisa
Halamphora coffeaeformis;624065;phototroph;NA;Helcom;routineMonitoring;Lisa
Lennoxia faveolata;549205;phototroph;NA;Helcom;routineMonitoring;Lisa
Licmophora;149342;phototroph;NA;Helcom;routineMonitoring;Lisa
Navicula;149142;phototroph;NA;Helcom;routineMonitoring;Lisa
Nitzschia longissima;149150;phototroph;NA;Helcom;routineMonitoring;Lisa
Nitzschia;149045;phototroph;NA;Helcom;routineMonitoring;Lisa
Pleurosigma;149181;phototroph;NA;Helcom;routineMonitoring;Lisa
Pseudo-nitzschia delicatissima;149153;phototroph;NA;Helcom;routineMonitoring;Lisa
Pseudo-nitzschia pseudodelicatissima;156548;phototroph;NA;Helcom;routineMonitoring;Lisa
Pseudo-nitzschia pungens;160528;phototroph;NA;Helcom;routineMonitoring;Lisa
Pseudo-nitzschia seriata;149152;phototroph;NA;Helcom;routineMonitoring;Lisa
Pseudo-nitzschia;149151;phototroph;NA;Helcom;routineMonitoring;Lisa
Surirella;149084;phototroph;NA;Helcom;routineMonitoring;Lisa
Tabellaria fenestrata;149334;phototroph;NA;Helcom;routineMonitoring;Lisa
Thalassiothrix longissima;157083;phototroph;NA;Helcom;routineMonitoring;Lisa
Pennales;1304629;phototroph;NA;Helcom;routineMonitoring;Lisa
Meringosphaera mediterranea;248129;phototroph;NA;Helcom;routineMonitoring;Lisa
Fibrocapsa japonica;233761;mixotroph;CM;Leles et al. 2019;review;Lisa
Heterosigma akashiwo;160585;mixotroph;CM;Leles et al. 2019;review;Lisa
Euglena;8012;phototroph;NA;Helcom;routineMonitoring;Lisa
Eutreptiella;17657;phototroph;NA;Helcom;routineMonitoring;Lisa
Phacus longicauda;163375;phototroph;NA;Helcom;routineMonitoring;Lisa
Phacus;163339;phototroph;NA;Helcom;routineMonitoring;Lisa
Trachelomonas;163247;phototroph;NA;Helcom;routineMonitoring;Lisa
Closterium aciculare;572006;phototroph;NA;Helcom;routineMonitoring;Lisa
Closterium;162725;phototroph;NA;Helcom;routineMonitoring;Lisa
Cosmarium;478557;phototroph;NA;Helcom;routineMonitoring;Lisa
Mougeotia;248137;phototroph;NA;Helcom;routineMonitoring;Lisa
Tetraselmis cordiformis;248171;phototroph;NA;Helcom;routineMonitoring;Lisa
Carteria;367250;phototroph;NA;Helcom;routineMonitoring;Lisa
Chlamydomonas;178583;phototroph;NA;Helcom;routineMonitoring;Lisa
Coelastrum microporum;163975;phototroph;NA;Helcom;routineMonitoring;Lisa
Desmodesmus intermedius;612504;phototroph;NA;Helcom;routineMonitoring;Lisa
Kirchneriella;163108;phototroph;NA;Helcom;routineMonitoring;Lisa
Monoraphidium contortum;160591;phototroph;NA;Helcom;routineMonitoring;Lisa
Monoraphidium griffithii;248134;phototroph;NA;Helcom;routineMonitoring;Lisa
Monoraphidium komarkovae;163100;phototroph;NA;Helcom;routineMonitoring;Lisa
Monoraphidium;160590;phototroph;NA;Helcom;routineMonitoring;Lisa
Pediastrum duplex;164061;phototroph;NA;Helcom;routineMonitoring;Lisa
Pseudopediastrum boryanum;621601;phototroph;NA;Helcom;routineMonitoring;Lisa
Pseudopediastrum kawraiskyi;621602;phototroph;NA;Helcom;routineMonitoring;Lisa
Scenedesmus;160602;phototroph;NA;Helcom;routineMonitoring;Lisa
Tetrastrum staurogeniiforme;162935;phototroph;NA;Helcom;routineMonitoring;Lisa
Tetrastrum;162934;phototroph;NA;Helcom;routineMonitoring;Lisa
Chlorophyceae;802;phototroph;NA;Helcom;routineMonitoring;Lisa
Mantoniella squamata;134563;mixotroph;CM;Leles et al. 2019;review;Lisa
Micromonas pusilla;134564;mixotroph;CM;Leles et al. 2019;review;Lisa
Nephroselmis;134524;phototroph;NA;Helcom;routineMonitoring;Lisa
Pterosperma;160595;phototroph;NA;Helcom;routineMonitoring;Lisa
Cymbomonas tetramitiformis;134545;mixotroph;CM;Leles et al. 2019;review;Lisa
Halosphaera;134528;phototroph;NA;Helcom;routineMonitoring;Lisa
Pyramimonas longicauda;160513;phototroph;NA;Helcom;routineMonitoring;Lisa
Pyramimonas;134529;phototroph;NA;Helcom;routineMonitoring;Lisa
Actinastrum hantzschii;160543;phototroph;NA;Helcom;routineMonitoring;Lisa
Lagerheimia genevensis;178610;phototroph;NA;Helcom;routineMonitoring;Lisa
Oocystis;178611;phototroph;NA;Helcom;routineMonitoring;Lisa
Koliella;160588;phototroph;NA;Helcom;routineMonitoring;Lisa
Botryococcus;248103;phototroph;NA;Helcom;routineMonitoring;Lisa
Crucigenia quadrata;178962;phototroph;NA;Helcom;routineMonitoring;Lisa
Ulotrichales;824;phototroph;NA;Helcom;routineMonitoring;Lisa
Calliacantha longicaudata;105559;phagotroph;NA;Helcom;routineMonitoring;Lisa
Ebria tripartita;118051;phagotroph;NA;Helcom;routineMonitoring;Lisa
Leucocryptos marina;119077;phagotroph;NA;Helcom;routineMonitoring;Lisa
Leucocryptos;17651;phagotroph;NA;Helcom;routineMonitoring;Lisa
Telonema subtile;118075;phagotroph;NA;Helcom;routineMonitoring;Lisa
Prorocentrum balticum;110293;mixotroph;CM;Loeder et al. 2012;paper;Lisa
Torodinium robustum;109889;mixotroph;CM;Loeder et al. 2012;paper;Lisa
Ceratium fusus;109951;mixotroph;CM;Loeder et al. 2012;paper;Lisa
Ceratium horridum;109956;mixotroph;CM;Loeder et al. 2012;paper;Lisa
Ceratium;109506;mixotroph;CM;Loeder et al. 2012;paper;Lisa
Strombidium;101195;mixotroph;GNCM;Leles et al. 2017;review;Lisa
Strombidium capitatum;101282;mixotroph;GNCM;Leles et al. 2017;review;Lisa
Strombidium acutum;101275;mixotroph;GNCM;Leles et al. 2017;review;Lisa
Strombidium reticulatum;101325;mixotroph;GNCM;Leles et al. 2017;review;Lisa
Strobilidium elegans;101224;mixotroph;GNCM;Leles et al. 2017;review;Lisa
Paratontonia poopsia;595196;mixotroph;GNCM;Leles et al. 2017;review;Lisa
Strombidium vestitum;101342;mixotroph;GNCM;Leles et al. 2017;review;Lisa
Strombidium conicum;101289;mixotroph;GNCM;Leles et al. 2017;review;Lisa
Laboea;101190;mixotroph;GNCM;Leles et al. 2017;review;Lisa
Strombidium crassulum;101295;mixotroph;GNCM;Leles et al. 2017;review;Lisa
Spirostrombidium elegans;101270;mixotroph;GNCM;Leles et al. 2017;review;Lisa
Strombidium stylifer;101334;mixotroph;GNCM;Leles et al. 2017;review;Lisa
Pseudotontonia cornuta;595198;mixotroph;GNCM;Leles et al. 2017;review;Lisa
Tontonia ovalis;427744;mixotroph;GNCM;Leles et al. 2017;review;Lisa
Strombidium rassoulzadegani;595221;mixotroph;GNCM;Leles et al. 2017;review;Lisa
Tontonia antarctica;341710;mixotroph;GNCM;Leles et al. 2017;review;Lisa
Phalacroma mitra;232491;mixotroph;pSNCM;Leles et al. 2017;review;Lisa
Mesodinium;179320;mixotroph;pSNCM;Leles et al. 2017;review;Lisa
Pfiesteria piscicida;246598;mixotroph;eSNCM;Leles et al. 2017;review;Lisa
Fragilidium duplocampanaeforme;623961;mixotroph;eSNCM;Leles et al. 2017;review;Lisa
Velella velella;117832;mixotroph;eSNCM;Leles et al. 2017;review;Lisa
Diploconus fasces;711980;mixotroph;eSNCM;Leles et al. 2017;review;Lisa
Nonionella stella;113604;mixotroph;eSNCM;Leles et al. 2017;review;Lisa
Amphisorus hemprichii;112822;mixotroph;eSNCM;Leles et al. 2017;review;Lisa
Actinomma;393203;mixotroph;eSNCM;Leles et al. 2017;review;Lisa
Globigerina;112197;mixotroph;eSNCM;Leles et al. 2017;review;Lisa
Globigerinoides;112199;mixotroph;eSNCM;Leles et al. 2017;review;Lisa
Acanthosphaera;293236;mixotroph;eSNCM;Leles et al. 2017;review;Lisa
Collodaria;863399;mixotroph;eSNCM;Leles et al. 2017;review;Lisa
Collozoum;178828;mixotroph;eSNCM;Leles et al. 2017;review;Lisa
Collosphaera;367317;mixotroph;eSNCM;Leles et al. 2017;review;Lisa
Phorticium pylonium;345904;mixotroph;eSNCM;Leles et al. 2017;review;Lisa
Astrosphaeridae;391958;mixotroph;eSNCM;Leles et al. 2017;review;Lisa
Acantharia;586732;mixotroph;eSNCM;Leles et al. 2017;review;Lisa
Histioneis;109463;mixotroph;eSNCM;Leles et al. 2017;review;Lisa
Tontonia appendiculariformis;101345;mixotroph;GNCM;Leles et al. 2017;review;Lisa
Tontonia;101196;mixotroph;GNCM;Leles et al. 2017;review;Lisa
Rimostrombidium;101183;mixotroph;GNCM;Leles et al. 2017;review;Lisa
Pseudotontonia simplicidens;595199;mixotroph;GNCM;Leles et al. 2017;review;Lisa
Paratontonia gracillima;101268;mixotroph;GNCM;Leles et al. 2017;review;Lisa
Spirotontonia grandis;595203;mixotroph;GNCM;Leles et al. 2017;review;Lisa
Lohmanniella;101180;mixotroph;GNCM;Leles et al. 2017;review;Lisa
Strombidium antarcticum;341705;mixotroph;GNCM;Leles et al. 2017;review;Lisa
Mesodinium pulex;179321;mixotroph;pSNCM;Leles et al. 2017;review;Lisa
Sorites;112069;mixotroph;eSNCM;Leles et al. 2017;review;Lisa
Marginopora vertebralis;382447;mixotroph;eSNCM;Leles et al. 2017;review;Lisa
Spumellaria;345835;mixotroph;eSNCM;Leles et al. 2017;review;Lisa
Acrosphaera spinosa;493475;mixotroph;eSNCM;Leles et al. 2017;review;Lisa
Ceratospyris hyperborea;413101;mixotroph;eSNCM;Leles et al. 2017;review;Lisa
Pelagostrombidium;595091;mixotroph;GNCM;Leles et al. 2017;review;Lisa
Acanthometra pellucida;235750;mixotroph;eSNCM;Leles et al. 2017;review;Lisa
Globorotalia tumida;418114;mixotroph;eSNCM;Leles et al. 2017;review;Lisa
Nassellaria;235741;mixotroph;eSNCM;Leles et al. 2017;review;Lisa
Plegmosphaera;493371;mixotroph;eSNCM;Leles et al. 2017;review;Lisa
Androcyclas gamphonycha;413014;mixotroph;eSNCM;Leles et al. 2017;review;Lisa
Ornithocercus;109464;mixotroph;eSNCM;Leles et al. 2017;review;Lisa
Cyrtostrombidium;393573;mixotroph;GNCM;Leles et al. 2017;review;Lisa
Strombidium chlorophilum;595215;mixotroph;GNCM;Leles et al. 2017;review;Lisa
Elphidium;112162;mixotroph;eSNCM;Leles et al. 2017;review;Lisa
Globorotalia;112200;mixotroph;eSNCM;Leles et al. 2017;review;Lisa
Euchitonia elegans-furcata;550683;mixotroph;eSNCM;Leles et al. 2017;review;Lisa
Hexacontium;345896;mixotroph;eSNCM;Leles et al. 2017;review;Lisa
Amphisolenia;109459;mixotroph;eSNCM;Leles et al. 2017;review;Lisa
Strombidium sulcatum;101335;mixotroph;GNCM;Leles et al. 2017;review;Lisa
Globoquadrina conglomerata;558969;mixotroph;eSNCM;Leles et al. 2017;review;Lisa
Spongotrochus;412948;mixotroph;eSNCM;Leles et al. 2017;review;Lisa
Citharistes;109461;mixotroph;eSNCM;Leles et al. 2017;review;Lisa
Strombidium tintinnodes;101337;mixotroph;GNCM;Leles et al. 2017;review;Lisa
Alexandrium affine;109707;mixotroph;CM;Leles et al. 2019;review;Lisa
Alexandrium andersonii;246835;mixotroph;CM;Leles et al. 2019;review;Lisa
Alexandrium catenella;231873;mixotroph;CM;Leles et al. 2019;review;Lisa
Alexandrium pohangense;1016737;mixotroph;CM;Leles et al. 2019;review;Lisa
Chattonella marina var. ovata;674442;mixotroph;CM;Leles et al. 2019;review;Lisa
Chattonella subsalsa;246590;mixotroph;CM;Leles et al. 2019;review;Lisa
Haptolina brevifila;115112;mixotroph;CM;Leles et al. 2019;review;Lisa
Haptolina ericina;624976;mixotroph;CM;Leles et al. 2019;review;Lisa
Chrysochromulina leadbeateri;246591;mixotroph;CM;Leles et al. 2019;review;Lisa
Margalefidinium polykrikoides;990876;mixotroph;CM;Leles et al. 2019;review;Lisa
Fragilidium duplocampanaeforme;623961;mixotroph;CM;Leles et al. 2019;review;Lisa
Fragilidium mexicanum;573696;mixotroph;CM;Leles et al. 2019;review;Lisa
Gambierdiscus toxicus;233382;mixotroph;CM;Leles et al. 2019;review;Lisa
Geminigera cryophila;341616;mixotroph;CM;Leles et al. 2019;review;Lisa
Gonyaulax diegensis;110014;mixotroph;CM;Leles et al. 2019;review;Lisa
Gonyaulax ceratocoroides;845296;mixotroph;CM;Leles et al. 2019;review;Lisa
Levanderina fissa;840689;mixotroph;CM;Leles et al. 2019;review;Lisa
Heterocapsa circularisquama;233610;mixotroph;CM;Leles et al. 2019;review;Lisa
Mantoniella antarctica;341614;mixotroph;CM;Leles et al. 2019;review;Lisa
Ostreopsis lenticularis;231881;mixotroph;CM;Leles et al. 2019;review;Lisa
Ostreopsis ovata;110068;mixotroph;CM;Leles et al. 2019;review;Lisa
Ostreopsis siamensis;233712;mixotroph;CM;Leles et al. 2019;review;Lisa
Pheopolykrikos hartmannii;109898;mixotroph;CM;Leles et al. 2019;review;Lisa
Prorocentrum hoffmannianum;232477;mixotroph;CM;Leles et al. 2019;review;Lisa
Prymnesium parvum;160564;mixotroph;CM;Leles et al. 2019;review;Lisa
Pyramimonas gelidicola;341612;mixotroph;CM;Leles et al. 2019;review;Lisa
Pyramimonas tychotreta;495343;mixotroph;CM;Leles et al. 2019;review;Lisa
Symbiodinium;109572;mixotroph;CM;Leles et al. 2019;review;Lisa
Takayama helix;233083;mixotroph;CM;Leles et al. 2019;review;Lisa
Tripos hexacanthus;841248;mixotroph;CM;Leles et al. 2019;review;Lisa
Tripos candelabrus;841193;mixotroph;CM;Leles et al. 2019;review;Lisa
Polykrikos lebourae;109900;mixotroph;CM;Leles et al. 2019;review;Lisa
Biecheleria cincta;840029;mixotroph;CM;Leles et al. 2019;review;Lisa
Sulcochrysis biplastida;613855;mixotroph;CM;Leles et al. 2019;review;Lisa
Cryptochlora perforans;376355;mixotroph;CM;Leles et al. 2019;review;Lisa
Lotharella oceanica;495715;mixotroph;CM;Leles et al. 2019;review;Lisa
Synchroma grande;590433;mixotroph;CM;Leles et al. 2019;review;Lisa
Dinophysis braarudii;627652;phagotroph;NA;Hastrup Jensen et al. 2009;paper;Anna
Dinophysis caudata;109612;mixotroph;pSNCM;Nishitani et al. 2008a;paper;Anna
Dinophysis fortii;109624;mixotroph;pSNCM;Ishimaru et al. 1988;paper;Anna
Dinophysis hastata;109627;phagotroph;NA;Hansen 1991;paper;Anna
Dinophysis infundibulus;109629;mixotroph;pSNCM;Nishitani et al. 2008;paper;Anna
Dinophysis miles;232209;mixotroph;pSNCM;Qiu et al. 2011;paper;Anna
Dinophysis pusilla;109652;phagotroph;NA;Hastrup Jensen et al. 2009;paper;Anna
Dinophysis sacculus;232261;mixotroph;pSNCM;NA;paper;Anna
Dinophysis schuettii;109657;phagotroph;NA;Hastrup Jensen et al. 2009;paper;Anna
Dinophysis dens;109616;mixotroph;pSNCM;NA;paper;Anna
Dinophysis odiosa;109638;phagotroph;NA;Hastrup Jensen et al. 2009;paper;Anna
Dinophysis ovum;646201;mixotroph;pSNCM;Harred et al. 2014;paper;Anna
Dinophysis tripos;109662;mixotroph;pSNCM;Rodríguez et al. 2012;paper;Anna
Mesodinium rubrum;232069;mixotroph;pSNCM;Hibberd 1977;paper;Anna
Teleaulax acuta;106305;mixotroph;CM;NA;paper;Anna
Teleaulax amphioxeia;106306;mixotroph;CM;Du Yoo et al. 2017;paper;Anna
Sphaeroidinella dehiscens;418108  ;mixotroph;eSNCM;Takagi et al. 2019;paper;Joost
Globigerinoides sacculifer;113445  ;mixotroph;eSNCM;Takagi et al. 2019;paper;Joost
Globigerinoides conglobatus;113441  ;mixotroph;eSNCM;Takagi et al. 2019;paper;Joost
Globoturborotalita rubescens;113454  ;mixotroph;eSNCM;Takagi et al. 2019;paper;Joost
Globoturborotalita tenella;113455  ;mixotroph;eSNCM;Takagi et al. 2019;paper;Joost
Globigerinella calida;418106  ;mixotroph;eSNCM;Takagi et al. 2019;paper;Joost
Globigerinella adamsi;558961  ;phagotroph;NA;Takagi et al. 2019;paper;Joost
Globigerina bulloides;113434  ;phagotroph;NA;Takagi et al. 2019;paper;Joost
Turborotalita quinqueloba;113462  ;phagotroph;NA;Takagi et al. 2019;paper;Joost
Turborotalita humilis;113461  ;mixotroph;eSNCM;Takagi et al. 2019;paper;Joost
Hastigerina pelagica;113477  ;phagotroph;NA;Takagi et al. 2019;paper;Joost
Hastigerinella digitata;558967  ;phagotroph;NA;Takagi et al. 2019;paper;Joost
Neogloboquadrina incompta;113474  ;phagotroph;NA;Takagi et al. 2019;paper;Joost
Neogloboquadrina pachyderma;113458  ;phagotroph;NA;Takagi et al. 2019;paper;Joost
Globorotalia inflata;113449  ;mixotroph;eSNCM;Takagi et al. 2019;paper;Joost
Globorotalia scitula;113452  ;phagotroph;NA;Takagi et al. 2019;paper;Joost
Globorotalia crassaformis;418113  ;phagotroph;NA;Takagi et al. 2019;paper;Joost
Globorotalia truncatulinoides;113453  ;phagotroph;NA;Takagi et al. 2019;paper;Joost
Candeina nitida;418110  ;mixotroph;eSNCM;Takagi et al. 2019;paper;Joost
Globigerinita uvula;113465  ;mixotroph;eSNCM;Takagi et al. 2019;paper;Joost
Tenuitella fleisheri;558957  ;phagotroph;NA;Takagi et al. 2019;paper;Joost
Ammonia tepida;112857  ;phagotroph;NA;Pascal et al. 2008;paper;Joost
Amphorella quadrilineata;427531  ;phagotroph;NA;Heinbrokel et al. 1978;paper;Joost
Tintinnopsis beroidea;163782  ;phagotroph;NA;Heinbrokel et al. 1978;paper;Joost
Tintinnopsis acuminata;163915  ;phagotroph;NA;Heinbrokel et al. 1978;paper;Joost
Eutintinnus pectinis;417214  ;phagotroph;NA;Heinbrokel et al. 1978;paper;Joost
Helicostomella subulata;240437  ;phagotroph;NA;Heinbrokel et al. 1978;paper;Joost
Amphidinium cryophilum;612870  ;mixotroph;CM;Wilcox et al. 1991;paper;Joost
Cochlodinium polykrikoides;990876  ;mixotroph;NA;Jeong et al. 2004;paper;Joost
Fragilidium cf. mexicanum;573696  ;mixotroph;CM;Jeong et al. 1999;paper;Joost
Gyrodinium galatheanum;233037  ;mixotroph;CM;Li et al. 2000;paper;Joost
Lingulodinium polyedrum;233592  ;mixotroph;CM;Jeong et al. 2005;paper;Joost
Paragymnodinium stigmaticum;newly descibed species;mixotroph;CM;Yokouchi et al. 2018;paper;Joost
Prorocentrum minimum;232376  ;mixotroph;CM;Stoecker et al. 1997;paper;Joost
Karenia papilionacae;246593  ;mixotroph;CM;Orsi et al. 2018;paper;Joost
Stoeckeria algicida;838270  ;phagotroph;NA;Jeong et al. 2005;paper;Joost
Dinophysis rotundata;156505  ;phagotroph;NA;Granéli et al. 1997;paper;Joost
Noctiluca scintillans (green);109921  ;mixotroph;eSNCM;Hansen et al. 2004;paper;Joost
Noctiluca scintillans (red);109921  ;phagotroph;NA;Hansen et al. 2004;paper;Joost
Abedinium dasypus;233177  ;phagotroph;NA;Saburova et al. 2013;paper;Joost
Ichthyodinium chabelardi;562992  ;phagotroph;NA;Hollande et al. 1952;paper;Joost
Sinophysis stenosoma;232532  ;phagotroph;NA;Hoppenrath et al. 2014;paper;Joost
Pirsonia guinardiae;118066;phagotroph;NA;Schnepf et al. 1990;paper;Joost
Amoebophrya ;109448  ;phagotroph;NA;Kim et al. 2014;paper;Joost
